ds,annee,yhat,yhat_lower,yhat_upper
1900-01-01,1900,10.966381279250195,9.43007322599313,12.470233407245015
1901-01-01,1901,10.956264913951019,9.388575826574089,12.550903461931293
1902-01-01,1902,10.946148548651841,9.4029491604736,12.398883538389263
1903-01-01,1903,10.936032183352665,9.262316196127713,12.45141250998921
1904-01-01,1904,10.925915818053488,9.437842767262962,12.470368865234747
1905-01-01,1905,10.91577173657734,9.41615608215827,12.48684180607335
1906-01-01,1906,10.905655371170802,9.375887495612972,12.30687524472852
1907-01-01,1907,10.895539005764261,9.341293201639559,12.585599988601686
1908-01-01,1908,10.885422640357724,9.450494233100665,12.323860788624373
1909-01-01,1909,10.875290584575335,9.335264509240767,12.349837610452575
1910-01-01,1910,10.865186212005469,9.38935456778044,12.392745658002191
1911-01-01,1911,10.855081839435602,9.331431295398614,12.368925119467175
1912-01-01,1912,10.844977466865734,9.25484344485967,12.32991165629335
1913-01-01,1913,10.834922530587157,9.131084825793007,12.374003016420344
1914-01-01,1914,10.824895066812072,9.339688391671423,12.386872275641137
1915-01-01,1915,10.814867603036989,9.345053510116955,12.3290352326902
1916-01-01,1916,10.804840139261907,9.193250680844303,12.363146241337187
1917-01-01,1917,10.797229906768832,9.299591618716866,12.429623659915197
1918-01-01,1918,10.789640467260712,9.33181352292235,12.45441600871977
1919-01-01,1919,10.782051027752592,9.166288207614778,12.313371904727674
1920-01-01,1920,10.77446158824447,9.28383488467287,12.276601003580826
1921-01-01,1921,10.772151113750189,9.30698820865195,12.416116080472207
1922-01-01,1922,10.769846952027748,9.301552696139257,12.297190519719141
1923-01-01,1923,10.767542790305308,9.091492833132854,12.254494643836722
1924-01-01,1924,10.765238628582868,9.282683250862734,12.31847534393081
1925-01-01,1925,10.76997675205209,9.194334541997218,12.401498221278576
1926-01-01,1926,10.77470192982877,9.262009475714205,12.321454984496404
1927-01-01,1927,10.779427107605452,9.263201841614082,12.304579080776742
1928-01-01,1928,10.784152285382135,9.187535283820273,12.36806865212111
1929-01-01,1929,10.795655628085104,9.26554940508667,12.401373853290512
1930-01-01,1930,10.807127540889981,9.244656293400165,12.351467720942226
1931-01-01,1931,10.818599453694855,9.229292982509811,12.373348149671925
1932-01-01,1932,10.83007136649973,9.125555448063247,12.26856042677039
1933-01-01,1933,10.847992729455454,9.183861418795596,12.423959084714406
1934-01-01,1934,10.86586512693862,9.36700278996287,12.421729458281469
1935-01-01,1935,10.883737524421788,9.356845336329117,12.352563701396239
1936-01-01,1936,10.901609921904956,9.428260127418966,12.399384583082822
1937-01-01,1937,10.924814376043802,9.307567832877483,12.453662405339749
1938-01-01,1938,10.947955430034726,9.293504150538283,12.564764122241334
1939-01-01,1939,10.971096484025653,9.438605902791215,12.47590669984187
1940-01-01,1940,10.994237538016577,9.559933220973068,12.563565632573948
1941-01-01,1941,11.02044043042375,9.44683791340632,12.519339927955151
1942-01-01,1942,11.04657173022872,9.44011780046901,12.59144165105381
1943-01-01,1943,11.072703030033688,9.430736597815907,12.557429527988008
1944-01-01,1944,11.098834329838656,9.607152802731505,12.62314514323461
1945-01-01,1945,11.12503722807193,9.574333118849992,12.632998896473564
1946-01-01,1946,11.151168533687082,9.673854858200352,12.693839069564444
1947-01-01,1947,11.177299839302233,9.639240141216703,12.762643754006573
1948-01-01,1948,11.203431144917385,9.64075494162849,12.678349722326322
1949-01-01,1949,11.229634044013448,9.749552214682494,12.923274950919016
1950-01-01,1950,11.255765350489034,9.730893761583438,12.732464482548261
1951-01-01,1951,11.281896656964618,9.724526586882572,12.742259869810514
1952-01-01,1952,11.308027963440203,9.748714765116931,12.981561012894694
1953-01-01,1953,11.334230862644018,9.760192300999023,12.871472413595383
1954-01-01,1954,11.360362169227061,9.74675395821213,12.989721119880276
1955-01-01,1955,11.386493475810102,9.89814852986128,12.9659555093228
1956-01-01,1956,11.412624782393141,9.796495655534406,12.87729487566724
1957-01-01,1957,11.43882768055268,9.869812209071657,13.010862655281452
1958-01-01,1958,11.464958986094297,9.922985728164726,13.029986092263133
1959-01-01,1959,11.491090291635913,9.92194535234622,13.065409782684974
1960-01-01,1960,11.51722159717753,9.800341601316168,12.964544013490071
1961-01-01,1961,11.54342449567948,10.07130283116712,13.130458260113125
1962-01-01,1962,11.569555801562572,9.942499339028371,13.164765736628812
1963-01-01,1963,11.595687107445665,10.124845782149617,13.081233926734827
1964-01-01,1964,11.621818413328755,10.143489557624992,13.199474771139974
1965-01-01,1965,11.64802131325681,10.13092827710776,13.203344984683278
1966-01-01,1966,11.674152620562113,10.070130328303344,13.223349240076631
1967-01-01,1967,11.700283927867416,10.044101160167681,13.256905758021562
1968-01-01,1968,11.726415235172718,10.12385655831745,13.235893925200116
1969-01-01,1969,11.752618134920413,10.258294691329423,13.33751787079776
1970-01-01,1970,11.778749442045847,10.138251866097285,13.359903755220309
1971-01-01,1971,11.80488074917128,10.337199146073216,13.31745432517067
1972-01-01,1972,11.831012056296712,10.260405755760562,13.38026673309711
1973-01-01,1973,11.857214953370782,10.324613104935,13.449106272090686
1974-01-01,1974,11.883346257829896,10.366143339291812,13.33293654487455
1975-01-01,1975,11.909477562289007,10.378515180115647,13.523505880498162
1976-01-01,1976,11.93560886674812,10.40989625835125,13.414928672218714
1977-01-01,1977,11.961811763608987,10.439399342547322,13.382560537748782
1978-01-01,1978,11.98794306785548,10.552798627101375,13.50050267916116
1979-01-01,1979,12.014074372101975,10.518269772212905,13.579168268970442
1980-01-01,1980,12.040205676348469,10.541342350364442,13.51135173689405
1981-01-01,1981,12.066408573413135,10.485630640899847,13.516894076429029
1982-01-01,1982,12.09253987786287,10.460919454477773,13.570248465734227
1983-01-01,1983,12.118671182312607,10.613087945387933,13.688988946569713
1984-01-01,1984,12.144802486762343,10.551926426627178,13.650473650301528
1985-01-01,1985,12.1710053831248,10.645813623690657,13.805331356311594
1986-01-01,1986,12.197136686874247,10.75861491278782,13.741271977461315
1987-01-01,1987,12.223267990623691,10.663839812709453,13.835388496351873
1988-01-01,1988,12.249399294373136,10.808616984912423,13.716086244084662
1989-01-01,1989,12.275602191622056,10.642789195686175,13.76025213042906
1990-01-01,1990,12.30173349625554,10.622089025846728,13.734336505474127
1991-01-01,1991,12.327864800889024,10.876257029219575,13.85637004346164
1992-01-01,1992,12.353996105522507,10.829013780320397,13.903043261971504
1993-01-01,1993,12.380199002519962,10.852467065253464,13.952409851335611
1994-01-01,1994,12.406330306902671,10.731391264077626,13.982247678102167
1995-01-01,1995,12.43246161128538,10.908161498271657,13.944712854894092
1996-01-01,1996,12.458592915668088,11.00957059529017,13.95423235734687
1997-01-01,1997,12.484795229500964,11.070863787656858,13.91179446381399
1998-01-01,1998,12.51092595231244,10.992111358617258,14.118179801221531
1999-01-01,1999,12.537056675123917,10.941956593328031,14.144855367001758
