ds,annee,yhat,yhat_lower,yhat_upper
1900-01-01,1900,-0.42283514579069464,-57.37608120824422,54.92025574314989
1901-01-01,1901,0.4213955239815518,-56.8932444310773,57.83987304557646
1902-01-01,1902,1.2656261937537983,-56.57802145876439,56.704704996664816
1903-01-01,1903,2.1098568635260446,-57.22052679441514,61.19792566683823
1904-01-01,1904,2.9540875332982917,-56.45934672755529,62.27737840670172
1905-01-01,1905,3.800631161291485,-55.97435915556178,64.53483205098313
1906-01-01,1906,4.644861828552456,-57.45424191325363,65.65113306655586
1907-01-01,1907,5.489092495813428,-52.70822937580211,67.46374265301216
1908-01-01,1908,6.333323163074398,-51.166873344943106,65.08467440347579
1909-01-01,1909,7.179866797840752,-48.623447879530005,66.01036790541751
1910-01-01,1910,8.02409747185638,-51.43814623291969,69.54366574310508
1911-01-01,1911,8.868328145872004,-50.207502793005965,69.21613421349922
1912-01-01,1912,9.712558819887631,-50.05510215510099,72.48188896639344
1913-01-01,1913,10.559102457091031,-47.22713693756586,67.32670782054093
1914-01-01,1914,11.403333133537041,-49.528613032990684,68.33583716606002
1915-01-01,1915,12.247563809983054,-44.18312138819477,74.04478171149029
1916-01-01,1916,13.091794486429066,-48.103652043746344,71.28448749400548
1917-01-01,1917,13.938338125712184,-47.505756977673755,77.91999990815593
1918-01-01,1918,14.78256880423223,-46.26648317363202,72.35647256408294
1919-01-01,1919,15.626799482752277,-44.06673169040101,73.85284245875827
1920-01-01,1920,16.471030161272324,-44.75139383196507,77.86745691307321
1921-01-01,1921,17.317573800339385,-40.75595159521331,76.5136385134526
1922-01-01,1922,18.16180447864397,-40.73480425497664,76.17639760234455
1923-01-01,1923,19.00603515694855,-40.97141040365627,77.50835074488141
1924-01-01,1924,19.850265835253136,-39.26255648884839,78.50591970330812
1925-01-01,1925,20.69680946849389,-40.39219607693978,82.3795391616279
1926-01-01,1926,21.541040140988088,-39.503491528925956,82.9222434965331
1927-01-01,1927,22.38527081348228,-33.51539892619018,82.7308214087478
1928-01-01,1928,23.229501485976478,-39.196391811094806,82.87331533328847
1929-01-01,1929,24.076045110829625,-37.54741201010093,82.08641433226839
1930-01-01,1930,24.920275774959126,-31.341122349947025,85.05926855627919
1931-01-01,1931,25.764506439088635,-33.81178579464571,88.25783893851347
1932-01-01,1932,26.608737103218132,-31.676257802096192,85.24351000484853
1933-01-01,1933,27.45528072267361,-28.21404002647917,87.66777821816238
1934-01-01,1934,28.299511381420185,-29.56231069121627,89.77308919218397
1935-01-01,1935,29.14374204016676,-29.34352988145911,88.41911839801287
1936-01-01,1936,29.987972698913342,-29.29633510951639,89.25264007562222
1937-01-01,1937,30.834516320777517,-23.58112471045848,87.63709968887778
1938-01-01,1938,31.678746981926224,-27.72540076107003,96.11416886470421
1939-01-01,1939,32.52297764307493,-29.199937406422674,88.10121159302824
1940-01-01,1940,33.367208304223645,-27.919337517050486,94.81954491432725
1941-01-01,1941,34.21375192599441,-20.199011088315636,94.91645482963744
1942-01-01,1942,35.05798258704995,-26.069262595642638,92.91579936894242
1943-01-01,1943,35.902213248105504,-23.111544189924956,96.26403606222495
1944-01-01,1944,36.74644390916105,-16.52498283279982,101.33371892520447
1945-01-01,1945,37.59298753218677,-22.784651445966222,94.49700343117016
1946-01-01,1946,38.43721819449382,-22.627333025402642,102.34135520950689
1947-01-01,1947,39.28144885680088,-21.9071984494107,96.25430905188561
1948-01-01,1948,40.12567951910794,-16.724884441818638,97.01345233848336
1949-01-01,1949,40.97222314149644,-18.419291965724835,102.68269567955267
1950-01-01,1950,41.81645380316803,-15.047593975111095,100.3182589514497
1951-01-01,1951,42.66068446483963,-12.634530617172329,98.97891282678872
1953-01-01,1953,44.3514587656185,-13.905312838664441,102.39787558767517
1954-01-01,1954,45.19568943563805,-12.845895285697187,104.22636689914994
1955-01-01,1955,46.03992010565761,-16.468757533503346,103.42406660303936
1956-01-01,1956,46.88415077567715,-13.443589272210968,105.5641724628008
1957-01-01,1957,47.7306943795709,-7.773584783509418,104.36596122497974
1958-01-01,1958,48.57492502279826,-12.306350676757884,108.54375645714107
1959-01-01,1959,49.41915566602563,-9.507443376400385,109.50220868269626
1960-01-01,1960,50.263386309252994,-10.302571422627723,105.99017508020907
1961-01-01,1961,51.10992991362925,-8.539121430396618,111.22943931661531
1962-01-01,1962,51.954160557337815,-8.045397206965541,109.4606044903338
1963-01-01,1963,52.79839120104638,-8.63720465515705,112.27359875566627
1964-01-01,1964,53.64262184475492,-3.2409370749572006,115.49172343018591
1965-01-01,1965,54.489165450628,-4.087168267910577,110.88140315984162
1966-01-01,1966,55.33339609582929,-6.791974651046567,114.31854590559401
1967-01-01,1967,56.177626741030565,-2.7716619855059212,115.55744031027572
1968-01-01,1968,57.021857386231844,-3.4559293332641494,112.89073203545058
1969-01-01,1969,57.86840099297561,-3.4575521977775954,117.24627936216416
1970-01-01,1970,58.71263163904522,-5.17213531569371,122.20052204856823
1971-01-01,1971,59.55686228511482,-1.4331849764934341,119.98602794059381
1972-01-01,1972,60.40109293118444,1.423316313580613,115.78376895700553
1973-01-01,1973,61.247636547464936,-3.9541818192689533,120.45627565848947
1974-01-01,1974,62.091867203045204,3.094741195865167,119.89556842041766
