ds,annee,yhat,yhat_lower,yhat_upper
1950-01-01,1950,10.751896592899408,-5.153535421424546,26.513392519186404
1951-01-01,1951,10.981945201116307,-3.6230490071564616,26.71963958523157
1952-01-01,1952,11.211993809333206,-3.9407200162266287,27.31257464485547
1953-01-01,1953,11.442672687742625,-2.7210292980815765,26.168006368524843
1954-01-01,1954,11.672721295992455,-3.4554435618599384,28.322317211927828
1955-01-01,1955,11.902769904242284,-3.6443554918042813,26.067525817256612
1956-01-01,1956,12.132818512501183,-3.35928138457084,28.39538307403655
1957-01-01,1957,12.363497390919699,-2.529231330361217,28.215134443066614
1958-01-01,1958,12.593545999092107,-2.866829347505126,28.40770022786118
1959-01-01,1959,12.823594607264516,-2.184848584785141,27.15177315154133
1960-01-01,1960,13.053643215436926,-1.8010597374397774,27.433752341409335
1961-01-01,1961,13.284322093825443,-2.3293346590752617,29.41652759360659
1962-01-01,1962,13.514370702054428,-2.109776260652968,28.006994964176716
1963-01-01,1963,13.744419310413655,-0.9144321477532693,30.966314038315367
1964-01-01,1964,13.97446791877288,-0.3495656451109374,29.314743285564003
1965-01-01,1965,14.205146797416432,-1.6067472654172885,28.19282277067256
1966-01-01,1966,14.435195405899755,-0.9175888111965219,29.188265871400706
1967-01-01,1967,14.665244014383076,0.38118296961800685,31.138161594970104
1968-01-01,1968,14.895292622853603,0.46888560680198255,29.686579041421826
1969-01-01,1969,15.12597150148432,-0.15745923573129741,30.198995957677266
1970-01-01,1970,15.356020110009577,0.6707877088008087,31.599755124395653
1971-01-01,1971,15.586068718534834,0.13895127654656642,30.59110445664599
1972-01-01,1972,15.816117327060091,0.45599660998888863,32.296903538245274
1973-01-01,1973,16.046796205809088,1.4267105715062713,31.488058459267485
1974-01-01,1974,16.276844814397563,0.9794848971872873,31.44232352226466
1975-01-01,1975,16.506893422994075,3.253597023223491,31.182497463157485
1976-01-01,1976,16.73694203159059,1.2660317461177637,31.17294668276785
1977-01-01,1977,16.967620910378198,1.7497201700342604,32.756850021197856
1978-01-01,1978,17.19766951900519,1.9294249125715648,31.63127544242825
1979-01-01,1979,17.427718127632172,2.2980171852267364,33.339363377648965
1980-01-01,1980,17.657766736206707,0.7825016403830345,31.84518425567232
1981-01-01,1981,17.88844561494172,2.9814729679310306,33.34035649553913
1982-01-01,1982,18.118494223539553,3.735995530749825,32.87215284883674
1983-01-01,1983,18.348542832137387,4.290569207362484,33.108978280990634
1984-01-01,1984,18.578591440735217,3.4816057372898714,32.405014561726155
1985-01-01,1985,18.80927031957353,4.32337537611681,33.58336231071789
1986-01-01,1986,19.039318928251078,3.6635064062820213,33.49302581814777
1987-01-01,1987,19.269367537072338,4.247399020663992,34.228882445509846
1988-01-01,1988,19.4994161458936,4.0576659256233185,33.91841560672048
1989-01-01,1989,19.73009502479092,5.668328186413849,35.797339711482174
1990-01-01,1990,19.96014363352732,5.994954782657157,35.51713044301672
1991-01-01,1991,20.190192242263716,4.501299150348524,36.576341861942495
1992-01-01,1992,20.420240851065945,6.351471425081993,34.71800664198975
1993-01-01,1993,20.650919730029273,5.118387736101695,35.81448914590548
1994-01-01,1994,20.880968338757924,5.126817542931263,36.602334347754216
1995-01-01,1995,21.111016947486583,6.022247112509633,36.79314044628142
1996-01-01,1996,21.341065556215234,5.2046966986582275,35.98380039898077
1997-01-01,1997,21.571744435116457,5.886088647160556,35.95238658257798
1998-01-01,1998,21.801793043856748,6.653437938621419,35.63588807851308
