annee,temp_moy_france,co2_ppm,industrie_energie,industrie_manufacturiere_construction,traitement_centralise_dechets,batiments_residentiel_tertiaire,agriculture,transports,emissions_naturelles,emnr,ges_total_MtCO2eq,jours_chauds_30,jours_gel,niveau_mer_brest,niveau_mer_marseille,niveau_mer_le_havre,niveau_mer_st._malo,niveau_mer_calais,niveau_mer_st._nazaire,niveau_mer_le_verdon,niveau_mer_la_rochelle_la_pallice,niveau_mer_cherbourg,niveau_mer_dunkerque,niveau_mer_st_jean_de_luz_(socoa),niveau_mer_boulogne,niveau_mer_dieppe,niveau_mer_sete,niveau_mer_toulon,niveau_mer_pointe_st._gildas,niveau_mer_port_tudy,niveau_mer_le_conquet,niveau_mer_concarneau,niveau_mer_roscoff,niveau_mer_antifer,niveau_mer_nice,niveau_mer_port_vendres,niveau_mer_les_sables_d_olonne,niveau_mer_boucau,niveau_mer_port_bloc,niveau_mer_arcachon_eyrac,niveau_mer_le_crouesty,niveau_mer_ajaccio,niveau_mer_centuri,niveau_mer_solenzara,niveau_mer_port_ferreol,niveau_mer_fos_sur_mer,niveau_mer_ile_d'aix,niveau_mer_mimizan,niveau_mer_port_la_nouvelle,niveau_mer_mm,empreinte_tCO2_hab,jour_vendanges,dommages_Mrd_USD
1987,11.572670454545456,349.31,,,,,,,,,,17.774834437086092,14.562913907284768,145.0,68.72222222222263,82.33333333333303,,-131.42857142857156,54.57575757575796,,,60.58181818181765,243.85000000000036,93.69999999999982,158.81818181818198,293.25,,,12.41666666666697,44.08333333333303,30.33333333333303,-41.33333333333303,118.55555555555566,,84.16666666666697,63.58333333333303,,29.285714285714675,,,,,,,,,,,,78.3607784191118,,261.1333333333333,4.693255
1988,12.375654596100278,351.69,,,,,,,,,,12.337662337662337,1.87012987012987,152.83333333333394,45.5,104.90909090909099,,-86.42857142857156,72.16666666666697,,,73.0666666666666,266.4499999999998,95.16666666666697,225.27272727272702,240.58333333333303,,,-21.40909090909099,42.0,43.25,,97.80555555555566,,56.66666666666697,38.16666666666697,,59.46753246753269,,45.66666666666697,,,,,,,,,,86.17410614077289,,261.8,1.326287
1989,12.836683417085426,353.2,,,,,,,,,,20.897435897435898,4.205128205128205,154.66666666666697,,81.33333333333303,,-28.92857142857156,17.66666666666697,,,69.48333333333267,38.25,43.58333333333303,155.71428571428532,179.44047619047615,,,,36.41666666666606,37.08333333333303,,89.80555555555566,,128.5,26.5,19.5,-7.547619047618355,,106.0,,,,,,,,,,67.498085901027,,261.46666666666664,4.048687
1990,12.916012725344643,354.45,78.86128409910977,140.27619863143332,16.67193451024827,93.02918456852169,93.07602989063926,124.65911568848469,3.2369183832628603,11.243910824025935,561.0545765957257,22.51497005988024,2.55688622754491,138.25,,59.83333333333303,,-155.42857142857156,-17.83333333333303,,,36.399999999999636,141.25,89.5,166.0,,,,,-1.8333333333339397,17.25,,69.22222222222263,,138.25,26.25,9.25,-4.047619047618355,,,,,,,,,,,,47.487513227513226,12.10344827586207,260.6666666666667,4.585593
1991,11.920995893223818,355.7,80.0992869932507,152.29177049875665,17.388498213144622,102.68097196325392,91.9861757136245,127.46227343792127,3.2557723444055564,11.317057645836806,586.481806810194,23.767857142857142,7.714285714285714,105.58333333333394,,7.16666666666697,,-179.42857142857156,-19.66666666666606,,,-5.850000000000364,109.25,161.66666666666697,82.25,,,20.08333333333303,,-6.5,-2.3333333333339397,,32.222222222222626,,123.0,32.91666666666697,7.25,-62.964285714285325,,,,,,,,,,,,25.29037698412708,12.068669527896995,261.6666666666667,1.77814
1992,12.275700458481916,356.54,81.3667673458075,139.7709172768866,18.11222176914454,98.85212229628036,91.42981699064168,131.68844122439887,3.2445932599140015,11.301679915383316,575.7665600784569,18.66470588235294,4.658823529411765,109.83333333333394,,12.33333333333303,-45.66666666666697,-217.70129870129858,-2.0,,,10.066666666666606,12.75,75.5,373.0,,0.0,27.08333333333303,,3.696969696969063,-12.75,,51.88888888888869,,125.08333333333303,37.83333333333303,-22.58333333333394,43.452380952381645,,-46.0,,,,,,,,,,28.201067061593292,11.846153846153847,261.0,0.894231
1993,11.930450953045096,357.21,69.07422669211317,134.2124097523877,18.839787767487437,95.21627705013778,90.27027439309349,132.03121358647223,3.293268985692783,11.311418745584048,554.2488769729687,14.282608695652174,6.070652173913044,138.66666666666697,,67.125,-61.66666666666697,-212.92857142857156,28.91666666666697,,,40.12727272727261,,129.16666666666697,,180.83333333333303,7.7979797979796786,-56.016666666667334,,33.33333333333303,40.58333333333303,,95.05555555555566,,133.25,41.91666666666697,-12.41666666666697,-21.130952380952294,,,,,,,,,,,,33.68311476105587,10.995744680851065,262.26666666666665,2.497206
1994,13.246978021978023,358.96,65.98090568237366,135.14122937611165,19.156823709210872,88.70464055764067,89.43589631402479,132.8198732314649,3.3343834380954314,10.620687682670937,545.1944399915928,27.53475935828877,1.7486631016042782,166.83333333333394,,78.91666666666697,-9.466666666667152,-39.92857142857156,71.91666666666697,,,90.89999999999964,,112.09090909090901,,213.67424242424204,-21.34090909090901,-39.87121212121201,,60.83333333333303,63.41666666666606,,69.43055555555566,,129.91666666666697,47.58333333333303,-0.08333333333393966,22.202380952381645,,,,,,,,,,,,59.82494482641537,10.864406779661017,261.8,0.211631
1995,12.93383017163505,360.97,68.50885523651493,135.78017006689737,19.372943282580326,88.57623390867384,90.05277283434422,134.74919885954165,3.3393606289325994,11.068246500882143,551.4477813183671,26.677248677248677,3.9894179894179893,166.41666666666697,,92.33333333333303,-5.75,-112.12857142857138,51.0,,114.14285714285688,98.64999999999964,175.25,124.75,,163.25,,-21.5,,41.78787878787807,75.5,,134.1388888888887,,,35.272727272727025,40.66666666666606,42.202380952381645,,,,,,,,,,,,71.52840166369569,11.139240506329115,261.46666666666664,1.440986
1996,11.906263882718791,362.74,72.08758176342955,137.86532883552678,19.369686774334482,98.48456005595041,90.9141372092659,136.49751773678938,3.3441451024409683,11.20248020797028,569.7654376857078,16.489583333333332,8.276041666666666,159.25,,37.0,-12.848484848484986,,34.25,,,53.233333333332666,171.91666666666697,118.33333333333303,,,91.32575757575796,43.16666666666606,,61.75,81.0,,101.22222222222263,,,112.75,54.91666666666606,68.95238095238165,,,0.0,70.30000000000018,,,,,,,,73.32462015109071,11.243697478991596,261.8666666666667,0.01202
1997,13.237538461538461,363.88,67.71244793253716,136.68450847089923,19.32243283841273,93.56803541506743,90.90524617328253,139.18668121708458,3.379821771939996,10.981905482336392,561.74107930156,21.29230769230769,5.835897435897436,168.83333333333394,,46.0,-24.83333333333394,,37.91666666666697,,155.4761904761899,69.89999999999964,68.82142857142844,201.77777777777737,315.0,202.25,85.15909090909099,17.33333333333303,,71.15151515151501,94.5,,119.63888888888869,,,77.80000000000018,60.58333333333303,,,,-46.0,30.925000000000182,,,,,,,,92.22280132148545,10.661087866108787,261.53333333333336,0.019542
1998,12.56346499102334,366.84,80.07309258934811,130.65582599231692,19.73307140681372,98.27810547066758,91.03357132661424,141.5446325148406,3.517638222562422,12.676552099852753,577.5124896230163,23.394736842105264,3.9789473684210526,153.83333333333394,35.5,59.08333333333303,16.91666666666606,-3.7619047619045887,56.0,,100.72619047618991,77.73333333333267,102.58333333333303,181.60000000000036,231.5,,37.80909090909063,-16.861111111111313,,44.63333333333321,77.25,,97.30555555555566,,135.21428571428532,,35.83333333333303,,,,,,,,,,,,,79.04993185826505,11.7,261.93333333333334,0.288656
1999,12.991107871720118,368.54,73.1031078213036,127.90910563695176,19.97215145170238,99.99038553952172,91.4163046347898,143.96118983703087,3.5479937217473245,12.288770626818607,572.1890092698661,23.137931034482758,2.925287356321839,160.58333333333394,85.91666666666697,105.08333333333303,4.75,-45.76190476190459,42.83333333333394,,108.55952380952385,65.48333333333267,146.83333333333303,,,,33.49242424242402,-39.5,,73.63333333333321,83.66666666666606,65.16666666666697,101.22222222222263,,98.16666666666697,,36.969696969697,81.45238095238165,,,-45.5,,,,,,,,,61.213211057947966,11.5850622406639,261.8,23.559935
2000,13.174625422909617,369.71,71.7197435957744,124.70709643933391,20.377781709089252,96.5253988273197,93.81358634369093,143.9701545174369,3.689616015626522,11.94318561932063,566.7465630675922,21.367816091954023,1.5114942528735633,187.16666666666697,92.0,119.91666666666697,38.08333333333303,-22.42857142857156,100.75,,132.9761904761899,91.14999999999964,148.08333333333303,,317.0,,44.40909090909099,-41.16666666666697,,97.91666666666606,93.33333333333303,59.75,143.05555555555566,,99.08333333333303,,121.73333333333267,85.70238095238165,24.375,,-249.0,63.80000000000018,,,,,,,,79.44043847566564,11.438016528925619,261.2,0.0
2001,12.75603015075377,371.32,64.83795715996457,127.7380150916993,20.619044335106075,102.39201096666386,93.59848001128739,147.08461898994815,3.450893374861207,12.701908890640915,572.4229288201715,25.906976744186046,3.866279069767442,179.33333333333394,95.66666666666697,109.5,22.91666666666606,-39.33766233766255,97.66666666666697,,141.80952380952385,90.64999999999964,196.25,,242.375,270.91666666666606,54.82575757575796,-11.16666666666697,,90.75,68.1111111111104,58.41666666666697,112.38888888888869,,123.25,,95.16666666666606,80.64935064935071,191.20833333333303,-17.875,-63.0,43.80000000000018,,,,,,,,93.09466540404033,11.49236578558529,259.6,0.234469
2002,13.26589186457807,373.45,67.33358746822236,123.99213108557989,20.89401512859764,98.18190966181021,91.73824421433669,147.95191190211105,4.373691049852164,14.04555230237749,568.5110428128875,18.708333333333332,2.2857142857142856,190.66666666666697,90.22727272727298,127.81818181818198,47.33333333333303,-52.67857142857156,74.939393939394,,141.80952380952385,102.8166666666666,183.5,,226.5,293.20833333333303,68.65909090909099,0.08333333333303017,,85.41666666666606,138.08333333333303,58.16666666666697,94.33333333333303,,128.66666666666697,,72.25,66.74025974025972,63.73863636363603,21.45454545454504,0.3636363636360329,48.30000000000018,,,,,,,,94.683207070707,11.464448793215917,260.0,2.077017
2003,13.528214285714286,375.98,70.72371619664908,122.59074656479054,21.074865840170197,103.91016899319365,88.32486130192413,147.56224890436508,3.6105235870090455,13.914347748882339,571.711479136984,48.24260355029586,5.153846153846154,179.16666666666697,96.91666666666697,95.91666666666697,6.41666666666606,-95.59523809523853,102.12121212121201,,135.30952380952385,82.0666666666666,130.75,,222.5,283.1388888888887,79.49242424242402,-10.41666666666697,,70.75,85.41666666666606,51.33333333333303,138.19191919191962,,114.25,,68.58333333333303,100.53571428571468,63.73863636363603,14.181818181818016,1.75,18.89090909090919,,,,,,,,84.80857533670026,11.971488741292728,260.2,10.060867
2004,12.602074898785425,377.7,69.25806441768604,117.46292593386353,20.95936158089779,108.81410651238235,89.50584583852851,147.71092291860262,3.6173094108409214,13.99624474606561,571.3247813588674,24.426900584795323,2.7251461988304095,170.0,114.5,97.83333333333303,1.5,-81.59523809523853,62.77777777777828,,120.05952380952385,80.98333333333267,141.0,90.88888888888869,212.33333333333303,267.03787878787807,70.57575757575796,-8.41666666666697,,82.0,81.75,28.25,114.13888888888869,,122.5,,64.33333333333303,60.535714285714675,63.70833333333303,13.08333333333303,-2.41666666666697,59.42500000000018,,,,,,,,81.07143434343423,12.375281622143547,260.4,0.0
2005,12.574121242995416,379.98,74.3845526150887,118.14991357787598,20.796147017994144,107.84899493977684,88.79485175238463,145.1518104630351,3.5107688946977014,13.303123830446502,571.9401630912996,29.403508771929825,6.356725146198831,122.75,75.75,63.66666666666697,-41.41666666666697,-99.01190476190459,3.66666666666697,,75.22619047618991,45.899999999999636,126.83333333333303,64.08333333333303,166.75,262.78333333333285,43.90909090909099,-30.5,,58.0,41.58333333333303,-21.75,85.22222222222263,,103.91666666666697,91.0,9.25,2.0357142857146755,8.20833333333303,-37.08333333333303,-45.0,-17.449999999999818,,,,,,,,44.55088383838382,12.501998401278977,260.1333333333333,0.016063
2006,13.316237113402062,382.09,70.20326285110201,117.35081629283346,20.748584811223232,103.34679337394897,87.9040377783132,144.94977159621996,3.7587208048046454,12.943528294009733,561.2055158024552,33.78313253012048,5.831325301204819,162.58333333333394,77.0,84.91666666666697,-17.66666666666697,-75.97402597402652,93.84848484848499,,116.97619047618991,74.3166666666666,137.83333333333303,81.08333333333303,188.41666666666697,258.3833333333332,,-28.98809523809541,,107.66666666666606,84.83333333333303,36.5,116.63888888888869,,102.33333333333303,103.71428571428532,66.060606060606,21.119047619047706,50.28409090909099,6.83333333333303,-29.75,-8.699999999999818,,,,0.0,,,,69.62549256299245,12.563532401524778,261.6,0.0
2007,12.823152173913043,384.02,69.77378762605385,116.18479311905806,20.63148598766837,96.1065966649029,88.29948901441675,143.67077405917618,3.821446517739688,12.184182548732842,550.6725555377486,12.73913043478261,4.0186335403726705,159.5,80.58333333333303,96.41666666666697,-23.08333333333394,-53.62857142857138,69.58333333333394,,93.72619047618991,72.98333333333267,190.25,63.83333333333303,204.75,298.98333333333267,34.40909090909099,-12.5,,74.0,61.83333333333303,21.25,98.28282828282863,,112.83333333333303,39.19999999999982,31.33333333333303,17.785714285714675,37.29166666666697,2.33333333333303,,24.46666666666715,,,,,,,,71.85667676767669,12.734732523275998,261.2,0.378226
2008,12.447006651884701,385.83,68.91581393988255,109.0801067127778,20.7121844737543,103.34584971570415,90.38690636757316,137.3747676694839,3.733308979815828,12.11241305106873,545.6613509100604,14.844155844155845,1.5389610389610389,185.83333333333394,104.5,98.16666666666697,-6.08333333333394,-109.42857142857156,105.5,,126.05194805194787,93.39999999999964,153.0,42.0,316.0,,90.07575757575796,1.25,,84.0,90.0,53.0,125.97222222222263,,173.92857142857156,101.0,67.91666666666606,51.035714285714675,62.79166666666697,28.5,,30.46666666666715,,,,,,,,86.20322120009625,12.793979303857009,259.73333333333335,0.116557
2009,12.727484020918071,387.64,66.76302215207592,89.93031255146373,20.17336797203766,105.71736844131189,89.37155836783825,136.9387648145463,3.792542208278821,11.648843757823904,524.3357802653765,25.283783783783782,6.70945945945946,196.41666666666697,128.5,100.25,4.66666666666606,42.07142857142844,102.25,,156.64285714285688,102.39999999999964,135.66666666666697,98.80000000000018,,316.401515151515,119.90909090909099,53.16666666666606,,90.0,99.83333333333303,60.41666666666697,145.6388888888887,,192.83333333333303,145.5,89.58333333333303,93.01298701298765,68.20833333333303,33.83333333333303,49.85714285714312,65.22857142857174,,,,,,,,107.64349927849922,11.652905436983954,260.46666666666664,4.678934
2010,11.520774431468961,390.1,66.95832123008246,95.9390474868605,20.25564907928468,104.79100063500582,86.8262933138088,137.97744008266304,3.8073947983399963,10.996933880572113,527.5520805066174,20.928057553956833,13.474820143884893,207.83333333333394,360.0,93.83333333333303,29.0,-55.59523809523853,102.41666666666697,,168.14285714285688,100.64999999999964,131.16666666666697,121.5,206.10000000000036,308.25,148.409090909091,80.83333333333303,,116.25,114.16666666666606,73.5,137.3888888888887,,225.08333333333303,180.83333333333303,96.78787878787807,96.20238095238165,112.23214285714312,39.66666666666697,22.727272727272975,74.88333333333321,0.0,,,168.25,,,,123.58971217274787,11.594427244582045,260.73333333333335,8.243028
2011,13.366276202219481,391.85,61.19809595759032,92.54905605355509,19.243180641439242,89.46207203555255,86.43394016143148,139.21647565210515,3.7610016390117926,12.102823720091965,503.9666458607776,18.345588235294116,3.1911764705882355,168.25,135.75,82.75,5.08333333333303,-75.72857142857174,49.91666666666697,,120.47619047618991,77.48333333333267,120.15909090909099,89.80000000000018,207.0,302.75,95.20909090909117,12.765151515151047,,57.25,92.58333333333303,27.25,96.10101010101062,,148.83333333333303,115.16666666666697,60.08333333333303,26.119047619047706,25.20833333333303,8.33333333333303,-5.83333333333303,18.89090909090919,-124.5,143.0,,87.16666666666697,44.714285714285325,,,73.73437349687343,11.405672009864366,260.53333333333336,0.0
2012,12.439371069182389,394.06,62.87881691494981,88.77400429273956,18.87263041125907,96.79411846739453,85.58050663330967,137.70557296751736,3.789457624639071,11.36834911048996,505.76345642229904,22.637037037037036,8.881481481481481,175.91666666666697,130.91666666666697,96.33333333333303,12.75,-57.34523809523853,75.5,,138.9761904761899,79.48333333333267,163.58333333333303,96.625,221.91666666666697,306.08333333333303,109.80909090909063,5.856060606060055,,54.75,102.25,33.25,118.55555555555566,,152.33333333333303,99.41666666666697,59.25,43.702380952381645,40.29166666666697,11.83333333333303,6.41666666666697,18.527272727273157,-133.66666666666697,112.5,0.0,77.08333333333303,25.892857142856883,,,76.73518828841404,10.942295887047269,260.46666666666664,0.0
2013,11.92957095709571,396.74,60.82966382862041,90.10126201535806,17.04340912381781,99.03061338773298,85.4258673261924,137.2884962369807,3.8018355746548758,12.031435705591294,505.55258319894847,23.068181818181817,6.0,190.83333333333394,139.66666666666697,105.58333333333303,26.75,-65.67857142857156,97.0,,164.4761904761899,90.14999999999964,146.75,134.33333333333303,204.66666666666697,310.5,94.74242424242402,30.03787878787807,,75.83333333333303,113.91666666666606,58.75,129.72222222222263,,169.91666666666697,123.58333333333303,83.04761904761835,124.1190476190477,72.04166666666697,45.0,21.0,62.38333333333321,-96.77272727272702,143.83333333333303,-19.722222222222626,102.66666666666697,109.89285714285688,,0.0,93.40697037337654,10.77322738386308,260.53333333333336,0.881992
2014,13.425326909841706,398.81,47.198924241184955,87.08646314162546,16.28245293301821,82.29921751970625,87.01473273860282,136.8962473553705,3.8236418557456515,12.108342270887391,472.7100220561412,12.73015873015873,0.7698412698412699,253.5,198.5,156.0,81.25,-11.095238095238528,155.91666666666697,,215.7261904761899,144.23333333333267,172.41666666666697,213.0,267.25,365.08333333333303,153.659090909091,76.310606060606,,138.25,169.16666666666606,118.33333333333303,188.6388888888887,,211.83333333333303,167.66666666666697,141.91666666666606,170.92207792207864,124.875,154.25,76.58333333333303,55.80000000000018,-100.33333333333303,137.75,22.777777777777374,150.83333333333303,130.55952380952385,,58.39285714285688,142.49896171536787,10.194765672550213,259.26666666666665,0.642652
2015,13.189183222958055,401.01,49.955575936633124,84.6360066664399,15.221141124355743,85.44367448592993,86.5045246878633,138.33913256655404,3.8279777005928985,12.063351231699283,475.9913844000682,30.764705882352942,1.4873949579831933,177.66666666666697,112.91666666666697,113.16666666666697,14.0,-45.26190476190459,61.266666666667334,,137.39285714285688,87.21818181818162,155.41666666666697,74.60000000000036,225.5,321.91666666666606,94.36363636363603,36.683333333333394,,62.41666666666606,96.33333333333303,37.75,123.22222222222263,,153.41666666666697,108.33333333333303,65.5,98.45238095238165,38.46590909090901,22.91666666666697,12.08333333333303,20.050000000000182,-133.66666666666697,72.0,-37.38888888888869,80.81818181818198,49.506493506492916,0.0,-10.190476190476147,73.54137150728063,9.818181818181818,260.8,1.222902
2016,12.824598930481285,404.41,53.5094247229998,84.26837039095062,15.264219579609865,85.88353156455861,84.91356485646929,138.7009240749114,3.8315764052410364,11.366420021515161,477.73803161625574,27.19298245614035,2.192982456140351,208.0,126.22727272727298,123.66666666666697,41.33333333333303,-35.8831168831166,95.66666666666697,,164.80952380952385,114.23333333333267,178.08333333333303,138.41666666666697,240.25,337.66666666666606,101.99242424242402,4.75,,95.83333333333303,126.16666666666606,69.25,143.30555555555566,,164.83333333333303,122.25,94.5,106.3690476190477,109.54166666666697,101.39999999999964,41.33333333333303,47.80000000000018,-111.25,131.58333333333303,-24.972222222222626,100.08333333333303,94.05952380952385,-82.58333333333303,-7.940476190476147,95.7810868424504,9.776704888352445,260.0,3.136795
2017,12.969273301737756,406.76,57.23887693795957,83.98590223806832,15.31225055770833,85.30805237038376,84.59576250987497,138.61325261289468,3.836976374383619,11.121472836135124,480.01254643740833,31.01801801801802,4.4324324324324325,183.91666666666697,82.19999999999982,125.08333333333303,38.75,-24.42857142857156,57.16666666666697,,137.89285714285688,103.39999999999964,202.91666666666697,117.0,246.66666666666697,331.41666666666606,62.32575757575796,3.58333333333303,,70.5,103.41666666666606,36.66666666666697,134.80555555555566,,71.5,82.0,64.83333333333303,71.18571428571431,40.95833333333303,21.16666666666697,12.0,41.55000000000018,-113.66666666666697,122.83333333333303,-53.0101010101007,56.83333333333303,64.22619047618991,-74.38888888888869,-47.44047619047615,71.93514255105158,9.85576923076923,260.0,0.703856
2018,13.517036450079239,408.72,47.8432862643584,82.30458649569584,15.03117224216328,81.17625333919197,83.6893658976948,135.71330091074543,3.837427646592418,11.053559685404966,460.6489524818471,34.01801801801802,3.3423423423423424,225.66666666666697,172.409090909091,122.91666666666697,59.0,-49.17857142857156,100.0,,195.03174603174557,117.48333333333267,168.16666666666697,212.0,245.25,330.25,148.74242424242402,75.67424242424204,,107.16666666666606,133.75,78.58333333333303,160.47222222222263,,206.625,162.91666666666697,106.91666666666606,122.78571428571468,82.29166666666697,65.5,51.83333333333303,84.70909090909117,-91.5,149.16666666666697,13.444444444444343,139.41666666666697,101.24285714285725,-32.722222222222626,42.14285714285688,115.39860291223924,9.784560143626571,260.1333333333333,1.139294
2019,13.444393939393938,411.65,46.02732033940712,79.63676691121555,16.274205772663606,77.81972081665862,81.8138922423373,134.4903984774203,3.8513979633614372,10.938567289039014,450.8522698121029,35.675438596491226,1.5701754385964912,240.5,152.86363636363603,156.83333333333303,70.75,-10.928571428571558,120.33333333333394,,196.4761904761899,137.5666666666666,197.66666666666697,196.33333333333303,284.83333333333303,361.16666666666606,118.57575757575796,53.08333333333303,,115.16666666666606,150.16666666666606,86.66666666666697,172.3888888888887,,166.22727272727298,135.0,125.83333333333303,122.1190476190477,102.625,81.5,68.5,68.55000000000018,-89.66666666666697,94.42857142857156,73.01587301587278,119.41666666666697,100.2539682539682,-44.0,2.976190476189913,119.00672198172188,9.490464839094159,260.46666666666664,0.509201
2020,13.76282919488337,414.21,40.900744178015124,70.99410940673349,16.212316114268212,73.00696825865987,81.30261185156257,113.65885642482507,3.853180106152119,11.857557380216008,411.78634372043246,31.208333333333332,0.7083333333333334,261.91666666666697,135.86363636363603,169.58333333333303,116.55555555555566,6.8214285714284415,147.41666666666697,,221.9761904761899,156.14999999999964,203.41666666666697,182.16666666666697,303.16666666666697,383.91666666666606,122.32575757575796,42.16666666666606,,135.1333333333332,172.33333333333303,118.08333333333303,193.1388888888887,,175.0,138.75,151.58333333333303,133.78571428571468,131.04166666666697,102.83333333333303,98.75,75.46666666666715,-77.33333333333303,160.80000000000018,16.277777777777374,111.66666666666697,136.54285714285652,-56.16666666666697,37.03174603174557,133.5806430101884,8.620178041543026,259.93333333333334,1.236278
2021,12.644590417310665,416.41,42.92557950880811,77.26471052385618,15.70788940095886,75.69246428052506,80.38573256899717,127.77999445115165,3.853180106152119,11.63857241563786,435.248123256087,18.446428571428573,3.6517857142857144,238.25,138.75,142.08333333333303,64.75,-17.67857142857156,114.41666666666697,,190.9761904761899,120.19999999999982,172.83333333333303,154.28571428571468,273.83333333333303,361.91666666666606,117.32575757575796,42.91666666666606,,88.08333333333303,149.69696969696906,94.33333333333303,161.55555555555566,,174.66666666666697,133.0,121.91666666666606,97.46753246753269,105.375,65.16666666666697,64.5,64.96666666666715,-87.66666666666697,2935.2857142857138,15.694444444444343,101.19999999999982,123.05194805194787,-126.83333333333303,4.642857142856883,193.96855896628614,9.164818920916481,258.8666666666667,6.521061
2022,14.258352758352759,418.53,44.00397274030163,70.53508951848288,15.700513732299395,64.36194226815567,76.87720655324057,131.96621135040158,3.9162549581837163,11.256233487663547,418.617424608729,46.638888888888886,2.9537037037037037,235.0,122.33333333333303,153.27272727272702,55.5,5.3214285714284415,105.83333333333394,,189.89285714285688,147.64999999999964,193.58333333333303,220.57142857142844,286.83333333333303,366.492424242424,115.82575757575796,32.5,,96.58333333333303,150.91666666666606,95.5,162.97222222222263,,153.16666666666697,129.58333333333303,118.66666666666606,55.952380952381645,92.04166666666697,61.75,63.0,54.13333333333321,-100.68181818181802,142.33333333333303,-4.222222222222626,94.39999999999964,123.89285714285688,-129.590909090909,-16.232142857143117,108.32652499016126,9.14580265095729,259.73333333333335,0.0
2023,14.09898753894081,421.08,36.96199449802448,63.31302044805736,15.65307863642262,57.453825224780715,76.34424100024502,126.36682550487112,3.9162549581837163,11.13943310487639,391.1486733754614,37.05607476635514,1.5700934579439252,285.75,159.75,196.41666666666697,104.75,56.57142857142844,164.0,,197.39285714285688,190.0666666666666,239.33333333333303,218.27272727272702,342.75,415.25,131.07575757575796,60.75,,167.41666666666606,194.41666666666606,136.16666666666697,203.30555555555566,,200.80000000000018,146.16666666666697,167.83333333333303,126.78571428571468,156.54166666666697,115.58333333333303,106.08333333333303,89.46666666666715,-55.91666666666697,182.91666666666697,32.027777777777374,93.75,134.8428571428567,-40.25,6.142857142856883,149.27906664043024,8.554658840792369,258.73333333333335,2.197972
2024,13.645560747663552,424.61,33.1962659408233,62.433983027398085,15.65307863642262,57.05719706717845,75.96872834514379,124.89517965634145,3.9162549581837163,,373.1206876314914,25.35514018691589,3.0654205607476634,303.26666666666733,204.16666666666697,211.83333333333303,115.41666666666606,58.40476190476147,197.41666666666697,,258.24285714285725,198.89999999999964,240.41666666666697,223.57142857142844,350.83333333333303,430.25,172.659090909091,89.33333333333303,,184.25,211.41666666666606,161.83333333333303,226.22222222222263,,218.75,175.08333333333303,199.91666666666606,153.83116883116963,163.54166666666697,112.83333333333303,128.75,80.5,-61.33333333333303,174.66666666666697,56.86111111111131,,203.14285714285688,-73.91666666666697,30.688311688311842,168.80465029761902,8.230994152046783,259.2,0.0
2025,13.73605919003115,427.35,,,,0.0,,,0.0,,0.0,37.242990654205606,2.196261682242991,297.5,141.10000000000036,112.19999999999982,78.5,-26.26190476190459,170.0,,249.4761904761899,152.39999999999964,154.08333333333303,204.5,271.83333333333303,369.91666666666606,176.74242424242402,60.75,,180.16666666666606,208.83333333333303,169.33333333333303,220.3888888888887,,174.33333333333303,165.5,254.83333333333303,120.1190476190477,145.54166666666697,98.33333333333303,228.66666666666697,65.13333333333321,-92.83333333333303,138.0,20.277777777777374,,150.80952380952385,-103.0,33.97619047618991,143.4735355790042,,260.26666666666665,0.0
2026,8.334267912772587,,,,,0.0,,,0.0,,0.0,0.0,1.485981308411215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.2,0.0
