annee,niveau_mer_brest,niveau_mer_marseille,niveau_mer_le_havre,niveau_mer_st._malo,niveau_mer_calais,niveau_mer_st._nazaire,niveau_mer_le_verdon,niveau_mer_la_rochelle_la_pallice,niveau_mer_cherbourg,niveau_mer_dunkerque,niveau_mer_st_jean_de_luz_(socoa),niveau_mer_boulogne,niveau_mer_dieppe,niveau_mer_sete,niveau_mer_toulon,niveau_mer_pointe_st._gildas,niveau_mer_port_tudy,niveau_mer_le_conquet,niveau_mer_concarneau,niveau_mer_roscoff,niveau_mer_antifer,niveau_mer_nice,niveau_mer_port_vendres,niveau_mer_les_sables_d_olonne,niveau_mer_boucau,niveau_mer_port_bloc,niveau_mer_arcachon_eyrac,niveau_mer_le_crouesty,niveau_mer_ajaccio,niveau_mer_centuri,niveau_mer_solenzara,niveau_mer_port_ferreol,niveau_mer_fos_sur_mer,niveau_mer_ile_d'aix,niveau_mer_mimizan,niveau_mer_port_la_nouvelle,niveau_mer_mm
2003,179.16666666666697,96.91666666666697,95.91666666666697,6.41666666666606,-95.59523809523853,102.12121212121201,,135.30952380952385,82.0666666666666,130.75,,222.5,283.1388888888887,79.49242424242402,-10.41666666666697,,70.75,85.41666666666606,51.33333333333303,138.19191919191962,,114.25,,68.58333333333303,100.53571428571468,63.73863636363603,14.181818181818016,1.75,18.89090909090919,,,,,,,,84.80857533670026
2004,170.0,114.5,97.83333333333303,1.5,-81.59523809523853,62.77777777777828,,120.05952380952385,80.98333333333267,141.0,90.88888888888869,212.33333333333303,267.03787878787807,70.57575757575796,-8.41666666666697,,82.0,81.75,28.25,114.13888888888869,,122.5,,64.33333333333303,60.535714285714675,63.70833333333303,13.08333333333303,-2.41666666666697,59.42500000000018,,,,,,,,81.07143434343423
2005,122.75,75.75,63.66666666666697,-41.41666666666697,-99.01190476190459,3.66666666666697,,75.22619047618991,45.899999999999636,126.83333333333303,64.08333333333303,166.75,262.78333333333285,43.90909090909099,-30.5,,58.0,41.58333333333303,-21.75,85.22222222222263,,103.91666666666697,91.0,9.25,2.0357142857146755,8.20833333333303,-37.08333333333303,-45.0,-17.449999999999818,,,,,,,,44.55088383838382
2006,162.58333333333394,77.0,84.91666666666697,-17.66666666666697,-75.97402597402652,93.84848484848499,,116.97619047618991,74.3166666666666,137.83333333333303,81.08333333333303,188.41666666666697,258.3833333333332,,-28.98809523809541,,107.66666666666606,84.83333333333303,36.5,116.63888888888869,,102.33333333333303,103.71428571428532,66.060606060606,21.119047619047706,50.28409090909099,6.83333333333303,-29.75,-8.699999999999818,,,,0.0,,,,69.62549256299245
2007,159.5,80.58333333333303,96.41666666666697,-23.08333333333394,-53.62857142857138,69.58333333333394,,93.72619047618991,72.98333333333267,190.25,63.83333333333303,204.75,298.98333333333267,34.40909090909099,-12.5,,74.0,61.83333333333303,21.25,98.28282828282863,,112.83333333333303,39.19999999999982,31.33333333333303,17.785714285714675,37.29166666666697,2.33333333333303,,24.46666666666715,,,,,,,,71.85667676767669
2008,185.83333333333394,104.5,98.16666666666697,-6.08333333333394,-109.42857142857156,105.5,,126.05194805194787,93.39999999999964,153.0,42.0,316.0,,90.07575757575796,1.25,,84.0,90.0,53.0,125.97222222222263,,173.92857142857156,101.0,67.91666666666606,51.035714285714675,62.79166666666697,28.5,,30.46666666666715,,,,,,,,86.20322120009625
2009,196.41666666666697,128.5,100.25,4.66666666666606,42.07142857142844,102.25,,156.64285714285688,102.39999999999964,135.66666666666697,98.80000000000018,,316.401515151515,119.90909090909099,53.16666666666606,,90.0,99.83333333333303,60.41666666666697,145.6388888888887,,192.83333333333303,145.5,89.58333333333303,93.01298701298765,68.20833333333303,33.83333333333303,49.85714285714312,65.22857142857174,,,,,,,,107.64349927849922
2010,207.83333333333394,360.0,93.83333333333303,29.0,-55.59523809523853,102.41666666666697,,168.14285714285688,100.64999999999964,131.16666666666697,121.5,206.10000000000036,308.25,148.409090909091,80.83333333333303,,116.25,114.16666666666606,73.5,137.3888888888887,,225.08333333333303,180.83333333333303,96.78787878787807,96.20238095238165,112.23214285714312,39.66666666666697,22.727272727272975,74.88333333333321,0.0,,,168.25,,,,123.58971217274787
2011,168.25,135.75,82.75,5.08333333333303,-75.72857142857174,49.91666666666697,,120.47619047618991,77.48333333333267,120.15909090909099,89.80000000000018,207.0,302.75,95.20909090909117,12.765151515151047,,57.25,92.58333333333303,27.25,96.10101010101062,,148.83333333333303,115.16666666666697,60.08333333333303,26.119047619047706,25.20833333333303,8.33333333333303,-5.83333333333303,18.89090909090919,-124.5,143.0,,87.16666666666697,44.714285714285325,,,73.73437349687343
2012,175.91666666666697,130.91666666666697,96.33333333333303,12.75,-57.34523809523853,75.5,,138.9761904761899,79.48333333333267,163.58333333333303,96.625,221.91666666666697,306.08333333333303,109.80909090909063,5.856060606060055,,54.75,102.25,33.25,118.55555555555566,,152.33333333333303,99.41666666666697,59.25,43.702380952381645,40.29166666666697,11.83333333333303,6.41666666666697,18.527272727273157,-133.66666666666697,112.5,0.0,77.08333333333303,25.892857142856883,,,76.73518828841404
2013,190.83333333333394,139.66666666666697,105.58333333333303,26.75,-65.67857142857156,97.0,,164.4761904761899,90.14999999999964,146.75,134.33333333333303,204.66666666666697,310.5,94.74242424242402,30.03787878787807,,75.83333333333303,113.91666666666606,58.75,129.72222222222263,,169.91666666666697,123.58333333333303,83.04761904761835,124.1190476190477,72.04166666666697,45.0,21.0,62.38333333333321,-96.77272727272702,143.83333333333303,-19.722222222222626,102.66666666666697,109.89285714285688,,0.0,93.40697037337654
2014,253.5,198.5,156.0,81.25,-11.095238095238528,155.91666666666697,,215.7261904761899,144.23333333333267,172.41666666666697,213.0,267.25,365.08333333333303,153.659090909091,76.310606060606,,138.25,169.16666666666606,118.33333333333303,188.6388888888887,,211.83333333333303,167.66666666666697,141.91666666666606,170.92207792207864,124.875,154.25,76.58333333333303,55.80000000000018,-100.33333333333303,137.75,22.777777777777374,150.83333333333303,130.55952380952385,,58.39285714285688,142.49896171536787
2015,177.66666666666697,112.91666666666697,113.16666666666697,14.0,-45.26190476190459,61.266666666667334,,137.39285714285688,87.21818181818162,155.41666666666697,74.60000000000036,225.5,321.91666666666606,94.36363636363603,36.683333333333394,,62.41666666666606,96.33333333333303,37.75,123.22222222222263,,153.41666666666697,108.33333333333303,65.5,98.45238095238165,38.46590909090901,22.91666666666697,12.08333333333303,20.050000000000182,-133.66666666666697,72.0,-37.38888888888869,80.81818181818198,49.506493506492916,0.0,-10.190476190476147,73.54137150728063
2016,208.0,126.22727272727298,123.66666666666697,41.33333333333303,-35.8831168831166,95.66666666666697,,164.80952380952385,114.23333333333267,178.08333333333303,138.41666666666697,240.25,337.66666666666606,101.99242424242402,4.75,,95.83333333333303,126.16666666666606,69.25,143.30555555555566,,164.83333333333303,122.25,94.5,106.3690476190477,109.54166666666697,101.39999999999964,41.33333333333303,47.80000000000018,-111.25,131.58333333333303,-24.972222222222626,100.08333333333303,94.05952380952385,-82.58333333333303,-7.940476190476147,95.7810868424504
2017,183.91666666666697,82.19999999999982,125.08333333333303,38.75,-24.42857142857156,57.16666666666697,,137.89285714285688,103.39999999999964,202.91666666666697,117.0,246.66666666666697,331.41666666666606,62.32575757575796,3.58333333333303,,70.5,103.41666666666606,36.66666666666697,134.80555555555566,,71.5,82.0,64.83333333333303,71.18571428571431,40.95833333333303,21.16666666666697,12.0,41.55000000000018,-113.66666666666697,122.83333333333303,-53.0101010101007,56.83333333333303,64.22619047618991,-74.38888888888869,-47.44047619047615,71.93514255105158
2018,225.66666666666697,172.409090909091,122.91666666666697,59.0,-49.17857142857156,100.0,,195.03174603174557,117.48333333333267,168.16666666666697,212.0,245.25,330.25,148.74242424242402,75.67424242424204,,107.16666666666606,133.75,78.58333333333303,160.47222222222263,,206.625,162.91666666666697,106.91666666666606,122.78571428571468,82.29166666666697,65.5,51.83333333333303,84.70909090909117,-91.5,149.16666666666697,13.444444444444343,139.41666666666697,101.24285714285725,-32.722222222222626,42.14285714285688,115.39860291223924
2019,240.5,152.86363636363603,156.83333333333303,70.75,-10.928571428571558,120.33333333333394,,196.4761904761899,137.5666666666666,197.66666666666697,196.33333333333303,284.83333333333303,361.16666666666606,118.57575757575796,53.08333333333303,,115.16666666666606,150.16666666666606,86.66666666666697,172.3888888888887,,166.22727272727298,135.0,125.83333333333303,122.1190476190477,102.625,81.5,68.5,68.55000000000018,-89.66666666666697,94.42857142857156,73.01587301587278,119.41666666666697,100.2539682539682,-44.0,2.976190476189913,119.00672198172188
2020,261.91666666666697,135.86363636363603,169.58333333333303,116.55555555555566,6.8214285714284415,147.41666666666697,,221.9761904761899,156.14999999999964,203.41666666666697,182.16666666666697,303.16666666666697,383.91666666666606,122.32575757575796,42.16666666666606,,135.1333333333332,172.33333333333303,118.08333333333303,193.1388888888887,,175.0,138.75,151.58333333333303,133.78571428571468,131.04166666666697,102.83333333333303,98.75,75.46666666666715,-77.33333333333303,160.80000000000018,16.277777777777374,111.66666666666697,136.54285714285652,-56.16666666666697,37.03174603174557,133.5806430101884
2021,238.25,138.75,142.08333333333303,64.75,-17.67857142857156,114.41666666666697,,190.9761904761899,120.19999999999982,172.83333333333303,154.28571428571468,273.83333333333303,361.91666666666606,117.32575757575796,42.91666666666606,,88.08333333333303,149.69696969696906,94.33333333333303,161.55555555555566,,174.66666666666697,133.0,121.91666666666606,97.46753246753269,105.375,65.16666666666697,64.5,64.96666666666715,-87.66666666666697,2935.2857142857138,15.694444444444343,101.19999999999982,123.05194805194787,-126.83333333333303,4.642857142856883,193.96855896628614
2022,235.0,122.33333333333303,153.27272727272702,55.5,5.3214285714284415,105.83333333333394,,189.89285714285688,147.64999999999964,193.58333333333303,220.57142857142844,286.83333333333303,366.492424242424,115.82575757575796,32.5,,96.58333333333303,150.91666666666606,95.5,162.97222222222263,,153.16666666666697,129.58333333333303,118.66666666666606,55.952380952381645,92.04166666666697,61.75,63.0,54.13333333333321,-100.68181818181802,142.33333333333303,-4.222222222222626,94.39999999999964,123.89285714285688,-129.590909090909,-16.232142857143117,108.32652499016126
2023,285.75,159.75,196.41666666666697,104.75,56.57142857142844,164.0,,197.39285714285688,190.0666666666666,239.33333333333303,218.27272727272702,342.75,415.25,131.07575757575796,60.75,,167.41666666666606,194.41666666666606,136.16666666666697,203.30555555555566,,200.80000000000018,146.16666666666697,167.83333333333303,126.78571428571468,156.54166666666697,115.58333333333303,106.08333333333303,89.46666666666715,-55.91666666666697,182.91666666666697,32.027777777777374,93.75,134.8428571428567,-40.25,6.142857142856883,149.27906664043024
2024,303.26666666666733,204.16666666666697,211.83333333333303,115.41666666666606,58.40476190476147,197.41666666666697,,258.24285714285725,198.89999999999964,240.41666666666697,223.57142857142844,350.83333333333303,430.25,172.659090909091,89.33333333333303,,184.25,211.41666666666606,161.83333333333303,226.22222222222263,,218.75,175.08333333333303,199.91666666666606,153.83116883116963,163.54166666666697,112.83333333333303,128.75,80.5,-61.33333333333303,174.66666666666697,56.86111111111131,,203.14285714285688,-73.91666666666697,30.688311688311842,168.80465029761902
2025,297.5,141.10000000000036,112.19999999999982,78.5,-26.26190476190459,170.0,,249.4761904761899,152.39999999999964,154.08333333333303,204.5,271.83333333333303,369.91666666666606,176.74242424242402,60.75,,180.16666666666606,208.83333333333303,169.33333333333303,220.3888888888887,,174.33333333333303,165.5,254.83333333333303,120.1190476190477,145.54166666666697,98.33333333333303,228.66666666666697,65.13333333333321,-92.83333333333303,138.0,20.277777777777374,,150.80952380952385,-103.0,33.97619047618991,143.4735355790042
1915,,13.91666666666697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91666666666697
1945,,-18.66666666666697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66666666666697
1946,,33.95454545454504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.95454545454504
1947,,56.772727272727025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.772727272727025
1948,,26.95454545454504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95454545454504
1949,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
1950,,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
1951,,68.92857142857156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92857142857156
1938,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
